id,code,name,dish_type,cooking_method,description,instructions,tags,ingredients_json,is_active
,DISH-BRK-046,Bánh canh tôm,breakfast,soup,Món sáng Việt Nam với bánh canh và tôm.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh canh"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-047,Bánh canh trứng,breakfast,soup,Món sáng Việt Nam với bánh canh và trứng.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh canh"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-048,Bánh canh đậu phụ,breakfast,soup,Món sáng Việt Nam với bánh canh và đậu phụ.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, chay","[{""name"":""Bánh canh"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-049,Mì Quảng gà ta,breakfast,soup,Món sáng Việt Nam với mì quảng và gà ta.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-050,Mì Quảng thịt bằm,breakfast,soup,Món sáng Việt Nam với mì quảng và thịt bằm.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-051,Mì Quảng bò,breakfast,soup,Món sáng Việt Nam với mì quảng và bò.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-052,Mì Quảng cá lóc,breakfast,soup,Món sáng Việt Nam với mì quảng và cá lóc.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-053,Mì Quảng tôm,breakfast,soup,Món sáng Việt Nam với mì quảng và tôm.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-054,Mì Quảng trứng,breakfast,soup,Món sáng Việt Nam với mì quảng và trứng.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-055,Mì Quảng đậu phụ,breakfast,soup,Món sáng Việt Nam với mì quảng và đậu phụ.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, chay","[{""name"":""Mì Quảng"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-056,Bánh hỏi gà ta,breakfast,steam,Món sáng Việt Nam với bánh hỏi và gà ta.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-057,Bánh hỏi thịt bằm,breakfast,steam,Món sáng Việt Nam với bánh hỏi và thịt bằm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-058,Bánh hỏi bò,breakfast,steam,Món sáng Việt Nam với bánh hỏi và bò.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-059,Bánh hỏi cá lóc,breakfast,steam,Món sáng Việt Nam với bánh hỏi và cá lóc.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-060,Bánh hỏi tôm,breakfast,steam,Món sáng Việt Nam với bánh hỏi và tôm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-061,Bánh hỏi trứng,breakfast,steam,Món sáng Việt Nam với bánh hỏi và trứng.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-062,Bánh hỏi đậu phụ,breakfast,steam,Món sáng Việt Nam với bánh hỏi và đậu phụ.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, chay","[{""name"":""Bánh hỏi"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-063,Bánh cuốn gà ta,breakfast,steam,Món sáng Việt Nam với bánh cuốn và gà ta.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-064,Bánh cuốn thịt bằm,breakfast,steam,Món sáng Việt Nam với bánh cuốn và thịt bằm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-065,Bánh cuốn bò,breakfast,steam,Món sáng Việt Nam với bánh cuốn và bò.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-066,Bánh cuốn cá lóc,breakfast,steam,Món sáng Việt Nam với bánh cuốn và cá lóc.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-067,Bánh cuốn tôm,breakfast,steam,Món sáng Việt Nam với bánh cuốn và tôm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-068,Bánh cuốn trứng,breakfast,steam,Món sáng Việt Nam với bánh cuốn và trứng.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-069,Bánh cuốn đậu phụ,breakfast,steam,Món sáng Việt Nam với bánh cuốn và đậu phụ.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, chay","[{""name"":""Bánh cuốn"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-070,Bánh ướt gà ta,breakfast,steam,Món sáng Việt Nam với bánh ướt và gà ta.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-071,Bánh ướt thịt bằm,breakfast,steam,Món sáng Việt Nam với bánh ướt và thịt bằm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-072,Bánh ướt bò,breakfast,steam,Món sáng Việt Nam với bánh ướt và bò.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-073,Bánh ướt cá lóc,breakfast,steam,Món sáng Việt Nam với bánh ướt và cá lóc.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-074,Bánh ướt tôm,breakfast,steam,Món sáng Việt Nam với bánh ướt và tôm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-075,Bánh ướt trứng,breakfast,steam,Món sáng Việt Nam với bánh ướt và trứng.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-076,Bánh ướt đậu phụ,breakfast,steam,Món sáng Việt Nam với bánh ướt và đậu phụ.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, chay","[{""name"":""Bánh ướt"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-077,Xôi nếp cẩm gà ta,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và gà ta.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-078,Xôi nếp cẩm thịt bằm,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và thịt bằm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-079,Xôi nếp cẩm bò,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và bò.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-080,Xôi nếp cẩm cá lóc,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và cá lóc.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-081,Xôi nếp cẩm tôm,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và tôm.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-082,Xôi nếp cẩm trứng,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và trứng.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, giàu đạm","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-083,Xôi nếp cẩm đậu phụ,breakfast,steam,Món sáng Việt Nam với xôi nếp cẩm và đậu phụ.,"Làm nóng phần tinh bột, chế biến nguyên liệu chính, bày cùng hành lá và dùng nóng.","món sáng, Việt Nam, chay","[{""name"":""Nếp cẩm"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""}]",true
,DISH-BRK-084,Bánh phở gà ta,breakfast,soup,Món sáng Việt Nam với bánh phở và gà ta.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Gà ta"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-085,Bánh phở thịt bằm,breakfast,soup,Món sáng Việt Nam với bánh phở và thịt bằm.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Thịt heo xay"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-086,Bánh phở bò,breakfast,soup,Món sáng Việt Nam với bánh phở và bò.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Thịt bò thăn"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-087,Bánh phở cá lóc,breakfast,soup,Món sáng Việt Nam với bánh phở và cá lóc.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Cá lóc"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-088,Bánh phở tôm,breakfast,soup,Món sáng Việt Nam với bánh phở và tôm.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Tôm thẻ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-089,Bánh phở trứng,breakfast,soup,Món sáng Việt Nam với bánh phở và trứng.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, giàu đạm","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-BRK-090,Bánh phở đậu phụ,breakfast,soup,Món sáng Việt Nam với bánh phở và đậu phụ.,"Nấu nước dùng, làm chín nguyên liệu chính, cho phần tinh bột vào và nêm vừa ăn.","món sáng, Việt Nam, chay","[{""name"":""Bánh phở khô"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ"",""quantity"":70,""unit"":""g""},{""name"":""Hành lá"",""quantity"":10,""unit"":""g""},{""name"":""Nước lọc"",""quantity"":320,""unit"":""ml""}]",true
,DISH-STP-013,Cơm gạo tám,staple,boil,Cơm gạo tám dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo tám"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-014,Cơm gạo jasmine,staple,boil,Cơm gạo jasmine dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo jasmine"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-015,Cơm gạo ST25,staple,boil,Cơm gạo ST25 dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo ST25"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-016,Cơm gạo tấm,staple,boil,Cơm gạo tấm dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo tấm"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-017,Cơm gạo lứt đỏ,staple,boil,Cơm gạo lứt đỏ dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Gạo lứt đỏ"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-018,Xôi nếp cẩm,staple,steam,Xôi nếp cẩm dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Nếp cẩm"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-019,Xôi nếp than,staple,steam,Xôi nếp than dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Nếp than"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-020,Cháo bo bo,staple,soup,Cháo bo bo dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bo bo"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-021,Cháo hạt kê,staple,soup,Cháo hạt kê dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Hạt kê"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-022,Khoai mỡ hấp,staple,steam,Khoai mỡ hấp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Khoai mỡ"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-023,Khoai sọ luộc,staple,boil,Khoai sọ luộc dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Khoai sọ"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-024,Bánh phở khô luộc,staple,boil,Bánh phở khô luộc dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh phở khô"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-025,Bún gạo khô luộc,staple,boil,Bún gạo khô luộc dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bún gạo khô"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-026,Bánh canh luộc,staple,boil,Bánh canh luộc dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh canh"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-027,Hủ tiếu luộc,staple,boil,Hủ tiếu luộc dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Hủ tiếu"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-028,Mì Quảng trụng,staple,boil,Mì Quảng trụng dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Mì Quảng"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-029,Mì vắt trụng,staple,boil,Mì vắt trụng dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Mì vắt"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-030,Bánh hỏi hấp,staple,steam,Bánh hỏi hấp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh hỏi"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-031,Bánh cuốn hấp,staple,steam,Bánh cuốn hấp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh cuốn"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-032,Bánh ướt hấp,staple,steam,Bánh ướt hấp dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh ướt"",""quantity"":180,""unit"":""g""}]",true
,DISH-STP-033,Bánh tráng nhúng,staple,,Bánh tráng nhúng dùng làm phần tinh bột cho bữa chính.,"Sơ chế nguyên liệu, nấu hoặc hấp đến chín mềm, để ráo và dùng nóng.","tinh bột, Việt Nam, no lâu","[{""name"":""Bánh tráng"",""quantity"":180,""unit"":""g""}]",true
